fecha,valor
2017-12-29T03:00:00.000Z,615.22
2017-12-28T03:00:00.000Z,616.58
2017-12-27T03:00:00.000Z,619.03
2017-12-26T03:00:00.000Z,622.11
2017-12-22T03:00:00.000Z,620.54
2017-12-21T03:00:00.000Z,620.58
2017-12-20T03:00:00.000Z,620.62
2017-12-19T03:00:00.000Z,622.86
2017-12-18T03:00:00.000Z,638.37
2017-12-15T03:00:00.000Z,641.05
2017-12-14T03:00:00.000Z,649.4
2017-12-13T03:00:00.000Z,655.74
2017-12-12T03:00:00.000Z,655.53
2017-12-11T03:00:00.000Z,655.27
2017-12-07T03:00:00.000Z,653.82
2017-12-06T03:00:00.000Z,652.52
2017-12-05T03:00:00.000Z,648.21
2017-12-04T03:00:00.000Z,648.78
2017-12-01T03:00:00.000Z,645.32
2017-11-30T03:00:00.000Z,642.41
2017-11-29T03:00:00.000Z,641.09
2017-11-28T03:00:00.000Z,635.8
2017-11-27T03:00:00.000Z,633.66
2017-11-24T03:00:00.000Z,634.23
2017-11-23T03:00:00.000Z,634.82
2017-11-22T03:00:00.000Z,635.72
2017-11-21T03:00:00.000Z,636.71
2017-11-20T03:00:00.000Z,629.21
2017-11-17T03:00:00.000Z,630.41
2017-11-16T03:00:00.000Z,631.9
2017-11-15T03:00:00.000Z,630.59
2017-11-14T03:00:00.000Z,632.43
2017-11-13T03:00:00.000Z,630.61
2017-11-10T03:00:00.000Z,631.46
2017-11-09T03:00:00.000Z,631.8
2017-11-08T03:00:00.000Z,633.72
2017-11-07T03:00:00.000Z,632.97
2017-11-06T03:00:00.000Z,630.81
2017-11-03T03:00:00.000Z,631.97
2017-11-02T03:00:00.000Z,636.8
2017-10-31T03:00:00.000Z,636.49
2017-10-30T03:00:00.000Z,629.62
2017-10-26T03:00:00.000Z,631.12
2017-10-25T03:00:00.000Z,631.96
2017-10-24T03:00:00.000Z,630.97
2017-10-23T03:00:00.000Z,628.68
2017-10-20T03:00:00.000Z,625.55
2017-10-19T03:00:00.000Z,625.03
2017-10-18T03:00:00.000Z,622.07
2017-10-17T03:00:00.000Z,619.68
2017-10-16T03:00:00.000Z,622.13
2017-10-13T03:00:00.000Z,624.99
2017-10-12T03:00:00.000Z,626.77
2017-10-11T03:00:00.000Z,628.8
2017-10-10T03:00:00.000Z,633.32
2017-10-06T03:00:00.000Z,628.84
2017-10-05T03:00:00.000Z,630.67
2017-10-04T03:00:00.000Z,635.79
2017-10-03T03:00:00.000Z,640.52
2017-10-02T03:00:00.000Z,637.93
2017-09-29T03:00:00.000Z,636.85
2017-09-28T03:00:00.000Z,638.28
2017-09-27T03:00:00.000Z,633.37
2017-09-26T03:00:00.000Z,628.37
2017-09-25T03:00:00.000Z,623.85
2017-09-22T03:00:00.000Z,623.94
2017-09-21T03:00:00.000Z,621.87
2017-09-20T03:00:00.000Z,625.53
2017-09-15T03:00:00.000Z,627.26
2017-09-14T03:00:00.000Z,626.12
2017-09-13T03:00:00.000Z,624.31
2017-09-12T03:00:00.000Z,621.69
2017-09-11T03:00:00.000Z,618.36
2017-09-08T03:00:00.000Z,615.58
2017-09-07T03:00:00.000Z,620.59
2017-09-06T03:00:00.000Z,621.55
2017-09-05T03:00:00.000Z,624.68
2017-09-04T03:00:00.000Z,624.2
2017-09-01T03:00:00.000Z,628.89
2017-08-31T03:00:00.000Z,628.36
2017-08-30T03:00:00.000Z,626.68
2017-08-29T03:00:00.000Z,630.33
2017-08-28T03:00:00.000Z,636.61
2017-08-25T03:00:00.000Z,638.64
2017-08-24T03:00:00.000Z,641.47
2017-08-23T03:00:00.000Z,641.47
2017-08-22T03:00:00.000Z,642.73
2017-08-21T03:00:00.000Z,646.57
2017-08-18T03:00:00.000Z,645.29
2017-08-17T03:00:00.000Z,645.86
2017-08-16T03:00:00.000Z,647.59
2017-08-14T03:00:00.000Z,647.77
2017-08-11T04:00:00.000Z,647.42
2017-08-10T04:00:00.000Z,649.5
2017-08-09T04:00:00.000Z,649.53
2017-08-08T04:00:00.000Z,650.52
2017-08-07T04:00:00.000Z,649.88
2017-08-04T04:00:00.000Z,650.17
2017-08-03T04:00:00.000Z,652.77
2017-08-02T04:00:00.000Z,651.93
2017-08-01T04:00:00.000Z,652.23
2017-07-31T04:00:00.000Z,651.58
2017-07-28T04:00:00.000Z,647.99
2017-07-27T04:00:00.000Z,648.75
2017-07-26T04:00:00.000Z,648.77
2017-07-25T04:00:00.000Z,650.65
2017-07-24T04:00:00.000Z,651.82
2017-07-21T04:00:00.000Z,651.56
2017-07-20T04:00:00.000Z,653.71
2017-07-19T04:00:00.000Z,656.01
2017-07-18T04:00:00.000Z,656.92
2017-07-17T04:00:00.000Z,658.18
2017-07-14T04:00:00.000Z,660.71
2017-07-13T04:00:00.000Z,663.46
2017-07-12T04:00:00.000Z,666.59
2017-07-11T04:00:00.000Z,666.53
2017-07-10T04:00:00.000Z,666.61
2017-07-07T04:00:00.000Z,666.22
2017-07-06T04:00:00.000Z,665.94
2017-07-05T04:00:00.000Z,663.36
2017-07-04T04:00:00.000Z,661.95
2017-07-03T04:00:00.000Z,664.29
2017-06-30T04:00:00.000Z,663.21
2017-06-29T04:00:00.000Z,662.36
2017-06-28T04:00:00.000Z,662.09
2017-06-27T04:00:00.000Z,661.72
2017-06-23T04:00:00.000Z,664.0
2017-06-22T04:00:00.000Z,664.54
2017-06-21T04:00:00.000Z,663.76
2017-06-20T04:00:00.000Z,662.47
2017-06-19T04:00:00.000Z,663.73
2017-06-16T04:00:00.000Z,665.23
2017-06-15T04:00:00.000Z,659.46
2017-06-14T04:00:00.000Z,662.19
2017-06-13T04:00:00.000Z,661.63
2017-06-12T04:00:00.000Z,664.47
2017-06-09T04:00:00.000Z,666.28
2017-06-08T04:00:00.000Z,668.36
2017-06-07T04:00:00.000Z,668.7
2017-06-06T04:00:00.000Z,668.89
2017-06-05T04:00:00.000Z,670.41
2017-06-02T04:00:00.000Z,672.37
2017-06-01T04:00:00.000Z,672.35
2017-05-31T04:00:00.000Z,675.31
2017-05-30T04:00:00.000Z,674.02
2017-05-29T04:00:00.000Z,670.25
2017-05-26T04:00:00.000Z,669.42
2017-05-25T04:00:00.000Z,674.27
2017-05-24T04:00:00.000Z,672.4
2017-05-23T04:00:00.000Z,668.21
2017-05-22T04:00:00.000Z,670.3
2017-05-19T04:00:00.000Z,675.8
2017-05-18T04:00:00.000Z,668.62
2017-05-17T04:00:00.000Z,666.26
2017-05-16T04:00:00.000Z,668.03
2017-05-15T04:00:00.000Z,671.03
2017-05-12T03:00:00.000Z,671.55
2017-05-11T03:00:00.000Z,672.92
2017-05-10T03:00:00.000Z,679.05
2017-05-09T03:00:00.000Z,676.32
2017-05-08T03:00:00.000Z,674.88
2017-05-05T03:00:00.000Z,673.89
2017-05-04T03:00:00.000Z,668.98
2017-05-03T03:00:00.000Z,666.95
2017-05-02T03:00:00.000Z,665.41
2017-04-28T03:00:00.000Z,664.28
2017-04-27T03:00:00.000Z,665.35
2017-04-26T03:00:00.000Z,660.04
2017-04-25T03:00:00.000Z,653.71
2017-04-24T03:00:00.000Z,650.65
2017-04-21T03:00:00.000Z,649.26
2017-04-20T03:00:00.000Z,647.68
2017-04-18T03:00:00.000Z,647.47
2017-04-17T03:00:00.000Z,650.0
2017-04-13T03:00:00.000Z,653.65
2017-04-12T03:00:00.000Z,652.8
2017-04-11T03:00:00.000Z,654.22
2017-04-10T03:00:00.000Z,656.47
2017-04-07T03:00:00.000Z,656.51
2017-04-06T03:00:00.000Z,657.74
2017-04-05T03:00:00.000Z,661.42
2017-04-04T03:00:00.000Z,658.16
2017-04-03T03:00:00.000Z,663.97
2017-03-31T03:00:00.000Z,662.66
2017-03-30T03:00:00.000Z,663.61
2017-03-29T03:00:00.000Z,666.04
2017-03-28T03:00:00.000Z,663.74
2017-03-27T03:00:00.000Z,661.64
2017-03-24T03:00:00.000Z,662.42
2017-03-23T03:00:00.000Z,662.84
2017-03-22T03:00:00.000Z,657.83
2017-03-21T03:00:00.000Z,662.35
2017-03-20T03:00:00.000Z,661.15
2017-03-17T03:00:00.000Z,661.2
2017-03-16T03:00:00.000Z,669.52
2017-03-15T03:00:00.000Z,669.07
2017-03-14T03:00:00.000Z,665.43
2017-03-13T03:00:00.000Z,663.4
2017-03-10T03:00:00.000Z,664.84
2017-03-09T03:00:00.000Z,661.65
2017-03-08T03:00:00.000Z,660.02
2017-03-07T03:00:00.000Z,658.71
2017-03-06T03:00:00.000Z,655.57
2017-03-03T03:00:00.000Z,654.11
2017-03-02T03:00:00.000Z,650.98
2017-03-01T03:00:00.000Z,648.88
2017-02-28T03:00:00.000Z,645.19
2017-02-27T03:00:00.000Z,645.66
2017-02-24T03:00:00.000Z,640.36
2017-02-23T03:00:00.000Z,641.51
2017-02-22T03:00:00.000Z,643.63
2017-02-21T03:00:00.000Z,642.21
2017-02-20T03:00:00.000Z,643.49
2017-02-17T03:00:00.000Z,638.35
2017-02-16T03:00:00.000Z,639.93
2017-02-15T03:00:00.000Z,641.89
2017-02-14T03:00:00.000Z,642.4
2017-02-13T03:00:00.000Z,642.62
2017-02-10T03:00:00.000Z,646.82
2017-02-09T03:00:00.000Z,646.58
2017-02-08T03:00:00.000Z,646.06
2017-02-07T03:00:00.000Z,639.35
2017-02-06T03:00:00.000Z,641.8
2017-02-03T03:00:00.000Z,643.18
2017-02-02T03:00:00.000Z,646.97
2017-02-01T03:00:00.000Z,646.19
2017-01-31T03:00:00.000Z,648.87
2017-01-30T03:00:00.000Z,649.92
2017-01-27T03:00:00.000Z,648.31
2017-01-26T03:00:00.000Z,650.98
2017-01-25T03:00:00.000Z,653.84
2017-01-24T03:00:00.000Z,652.92
2017-01-23T03:00:00.000Z,659.49
2017-01-20T03:00:00.000Z,660.18
2017-01-19T03:00:00.000Z,658.91
2017-01-18T03:00:00.000Z,657.85
2017-01-17T03:00:00.000Z,661.38
2017-01-16T03:00:00.000Z,660.13
2017-01-13T03:00:00.000Z,663.01
2017-01-12T03:00:00.000Z,671.69
2017-01-11T03:00:00.000Z,670.94
2017-01-10T03:00:00.000Z,670.35
2017-01-09T03:00:00.000Z,665.29
2017-01-06T03:00:00.000Z,666.41
2017-01-05T03:00:00.000Z,671.78
2017-01-04T03:00:00.000Z,673.36
2017-01-03T03:00:00.000Z,669.47
